dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,temp_original_day,atemp_original_day,hum_original_day,windspeed_original_day,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,temp_original_hour,atemp_original_hour,hum_original_hour,windspeed_original_hour
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,11,0,6,0,1,0.36,0.3333,0.81,0.2836,26,30,56,8.919999999999998,5.997799999999998,81.0,19.0012
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,12,0,6,0,1,0.42,0.4242,0.77,0.2836,29,55,84,11.739999999999998,11.997200000000003,77.0,19.0012
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,13,0,6,0,2,0.46,0.4545,0.72,0.2985,47,47,94,13.620000000000001,13.997,72.0,19.999499999999998
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,14,0,6,0,2,0.46,0.4545,0.72,0.2836,35,71,106,13.620000000000001,13.997,72.0,19.0012
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,15,0,6,0,2,0.44,0.4394,0.77,0.2985,40,70,110,12.68,13.000399999999999,77.0,19.999499999999998
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,16,0,6,0,2,0.42,0.4242,0.82,0.2985,41,52,93,11.739999999999998,11.997200000000003,82.0,19.999499999999998
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,17,0,6,0,2,0.44,0.4394,0.82,0.2836,15,52,67,12.68,13.000399999999999,82.0,19.0012
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,18,0,6,0,3,0.42,0.4242,0.88,0.2537,9,26,35,11.739999999999998,11.997200000000003,88.0,16.997899999999998
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,19,0,6,0,3,0.42,0.4242,0.88,0.2537,6,31,37,11.739999999999998,11.997200000000003,88.0,16.997899999999998
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,20,0,6,0,2,0.4,0.4091,0.87,0.2537,11,25,36,10.8,11.000600000000002,87.0,16.997899999999998
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194,3,31,34,10.8,11.000600000000002,87.0,12.998000000000001
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,11,17,28,10.8,11.000600000000002,94.0,15.001299999999999
2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,8.175849,7.99925,80.58330000000001,10.749882,1,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,15,24,39,13.620000000000001,13.997,88.0,19.999499999999998
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17,13.620000000000001,13.997,88.0,19.999499999999998
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17,12.68,13.000399999999999,94.0,16.997899999999998
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9,11.739999999999998,11.997200000000003,100.0,19.0012
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6,13.620000000000001,13.997,94.0,12.998000000000001
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3,13.620000000000001,13.997,94.0,12.998000000000001
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2,11.739999999999998,11.997200000000003,77.0,19.999499999999998
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1,10.8,11.000600000000002,76.0,12.998000000000001
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8,10.8,11.000600000000002,71.0,15.001299999999999
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20,9.86,9.997399999999999,76.0,15.001299999999999
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53,8.919999999999998,7.000999999999998,81.0,15.001299999999999
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70,8.919999999999998,5.997799999999998,71.0,16.997899999999998
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93,8.919999999999998,5.997799999999998,66.0,19.999499999999998
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75,8.919999999999998,7.000999999999998,66.0,8.9981
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59,8.919999999999998,7.000999999999998,76.0,12.998000000000001
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74,7.98,5.997799999999998,81.0,11.0014
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76,7.98,5.997799999999998,71.0,11.0014
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65,7.98,5.997799999999998,56.99999999999999,12.998000000000001
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53,8.919999999999998,5.997799999999998,46.0,22.0028
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30,7.040000000000001,3.0014000000000003,42.0,30.002599999999997
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22,6.1,1.9982000000000006,39.0,23.9994
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31,4.220000000000001,-0.9982000000000006,44.0,22.0028
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9,3.2799999999999994,-2.0013999999999985,44.0,19.999499999999998
2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,9.083466000000001,7.3467740000000035,69.6087,16.652113,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8,2.34,-0.9982000000000006,47.0,11.0014
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5,2.34,-2.9979999999999993,44.0,23.9994
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2,1.4000000000000004,-4.997800000000002,44.0,27.999299999999998
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1,-0.47999999999999954,-6.9976,47.0,26.0027
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3,-0.47999999999999954,-6.9976,47.0,19.0012
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30,-1.419999999999999,-8.997399999999999,50.0,26.0027
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64,-1.419999999999999,-6.9976,50.0,12.998000000000001
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154,-1.419999999999999,-8.0008,50.0,19.0012
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88,-0.47999999999999954,-6.9976,43.0,26.0027
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44,0.4599999999999991,-4.997800000000002,43.0,16.997899999999998
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,1.4000000000000004,-4.001200000000001,40.0,22.0028
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,2.34,-2.0013999999999985,35.0,19.999499999999998
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,3.2799999999999994,-2.0013999999999985,35.0,19.0012
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77,4.220000000000001,-0.0015999999999998238,30.0,19.0012
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72,4.220000000000001,-0.0015999999999998238,30.0,16.997899999999998
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76,4.220000000000001,-0.0015999999999998238,30.0,16.997899999999998
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157,3.2799999999999994,-0.9982000000000006,30.0,15.001299999999999
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157,3.2799999999999994,1.0015999999999998,32.0,7.0015
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110,1.4000000000000004,1.0015999999999998,47.0,0.0
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,1.4000000000000004,-0.9982000000000006,47.0,7.0015
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52,0.4599999999999991,-2.9979999999999993,64.0,8.9981
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20,-1.419999999999999,-6.0009999999999994,69.0,8.9981
2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1.229108,-3.499270000000001,43.7273,16.636703,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12,0.4599999999999991,-2.0013999999999985,55.00000000000001,7.0015
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5,-0.47999999999999954,-4.001200000000001,55.00000000000001,7.0015
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2,-0.47999999999999954,-4.001200000000001,59.0,7.0015
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,-1.419999999999999,-6.0009999999999994,63.0,8.9981
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,-1.419999999999999,-4.001200000000001,63.0,6.0032
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4,-2.3600000000000003,-6.0009999999999994,68.0,7.0015
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36,-2.3600000000000003,-6.0009999999999994,74.0,7.0015
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94,-2.3600000000000003,-6.0009999999999994,74.0,8.9981
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179,-1.419999999999999,-6.0009999999999994,69.0,11.0014
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100,-0.47999999999999954,-6.0009999999999994,64.0,15.001299999999999
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42,-0.47999999999999954,-6.9976,69.0,22.0028
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57,2.34,-2.0013999999999985,51.0,19.999499999999998
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,2.34,-0.9982000000000006,51.0,11.0014
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97,3.2799999999999994,-0.9982000000000006,56.00000000000001,12.998000000000001
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63,4.220000000000001,1.0015999999999998,52.0,15.001299999999999
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65,5.160000000000002,1.9982000000000006,52.0,16.997899999999998
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83,6.1,3.0014000000000003,49.0,16.997899999999998
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212,5.160000000000002,1.9982000000000006,48.0,15.001299999999999
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182,4.220000000000001,1.0015999999999998,48.0,12.998000000000001
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112,3.2799999999999994,1.0015999999999998,48.0,7.0015
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54,3.2799999999999994,1.0015999999999998,48.0,7.0015
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48,2.34,1.9982000000000006,64.0,0.0
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35,2.34,1.0015999999999998,64.0,6.0032
2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,1.4000000000000004,-1.9999479999999998,59.0435,10.739832,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11,1.4000000000000004,-0.9982000000000006,69.0,6.0032
2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6,1.4000000000000004,1.0015999999999998,64.0,0.0
2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6,-0.47999999999999954,-2.9979999999999993,74.0,6.0032
2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2,-0.47999999999999954,-2.9979999999999993,74.0,6.0032
2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2.6669789999999995,-0.8681800000000006,43.695699999999995,12.522300000000001,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,3.2799999999999994,-0.9982000000000006,48.0,15.001299999999999
